Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
552113,SERVICIOS DE DESPACHO DE BEBIDAS,561013,"Servicios de ""fast food"" y locales de venta de comidas y bebidas al paso"
552113,SERVICIOS DE DESPACHO DE BEBIDAS,561014,Servicios de expendio de bebidas en bares
552114,SERVICIOS DE EXPENDIO DE COMIDAS Y BEBIDAS EN  BARES  LACTEOS,561013,"Servicios de ""fast food"" y locales de venta de comidas y bebidas al paso"
552115,"SERVICIOS DE EXPENDIO DE COMIDAS Y BEBIDAS EN CONFITERIAS Y ESTABLECIMIENTOSSIMILARES SIN ESPECTACULOS",561011,Servicios de restaurantes y cantinas sin espectáculo
552116,SERVICIOS DE EXPENDIO DE COMIDAS Y BEBIDAS EN SALONES DE TE,561019,"Servicios de expendio de comidas y bebidas en establecimientos con servicio de mesa y/o enmostrador n.c.p."
552119,"SERVICIOS DE EXPENDIO DE COMIDAS Y BEBIDAS EN ESTABLECIMIENTOS QUE EXPIDAN BEBIDASY COMIDAS N.C.P.",561019,"Servicios de expendio de comidas y bebidas en establecimientos con servicio de mesa y/o enmostrador n.c.p."
552120,EXPENDIO DE HELADOS,561030,Servicio de expendio de helados
552210,PROVISIÓN DE COMIDAS PREPARADAS PARA EMPRESAS,562010,Servicios de preparación de comidas para empresas y eventos
552290,PREPARACIÓN Y VENTA DE COMIDAS PARA LLEVAR N.C.P.,561020,Servicios de preparación de comidas para llevar
552290,PREPARACIÓN Y VENTA DE COMIDAS PARA LLEVAR N.C.P.,561040,Servicios de preparación de comidas realizadas por/para vendedores ambulantes.
552290,PREPARACIÓN Y VENTA DE COMIDAS PARA LLEVAR N.C.P.,562091,"Servicios de cantinas con atención exclusiva a los empleados o estudiantes dentro de empresaso establecimientos educativos."
552290,PREPARACIÓN Y VENTA DE COMIDAS PARA LLEVAR N.C.P.,562099,Servicios de comidas n.c.p.
601100,SERVICIO DE TRANSPORTE FERROVIARIO DE CARGAS,491201,Servicio de transporte ferroviario de petróleo y gas
601100,SERVICIO DE TRANSPORTE FERROVIARIO DE CARGAS,491209,Servicio de transporte ferroviario de cargas
601210,SERVICIO DE TRANSPORTE FERROVIARIO URBANO Y SUBURBANO DE PASAJEROS,491110,Servicio de transporte ferroviario urbano y suburbano de pasajeros
601220,SERVICIO DE TRANSPORTE FERROVIARIO INTERURBANO DE PASAJEROS,491120,Servicio de transporte ferroviario interurbano de pasajeros
602110,SERVICIOS DE MUDANZA,492210,Servicios de mudanza
602120,"SERVICIOS DE TRANSPORTE DE MERCADERÍAS A GRANEL, INCLUIDO EL TRANSPORTE PORCAMION CISTERNA",492221,Servicio de transporte automotor de cereales
602120,"SERVICIOS DE TRANSPORTE DE MERCADERÍAS A GRANEL, INCLUIDO EL TRANSPORTE PORCAMION CISTERNA",492229,Servicio de transporte automotor de mercaderías a granel n.c.p.
602120,"SERVICIOS DE TRANSPORTE DE MERCADERÍAS A GRANEL, INCLUIDO EL TRANSPORTE PORCAMION CISTERNA",492240,Servicio de transporte por camión cisterna
602130,SERVICIOS DE TRANSPORTE DE ANIMALES,492230,Servicio de transporte automotor de animales
602180,SERVICIO DE TRANSPORTE URBANO DE CARGA N.C.P.,492280,Servicio de transporte automotor urbano de carga n.c.p.
602190,TRANSPORTE AUTOMOTOR DE CARGAS N.C.P.,492250,Servicio de transporte automotor de mercaderías y sustancias peligrosas
602190,TRANSPORTE AUTOMOTOR DE CARGAS N.C.P.,492291,Servicio de transporte automotor de petróleo y gas
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
602190,TRANSPORTE AUTOMOTOR DE CARGAS N.C.P.,492299,Servicio de transporte automotor de cargas n.c.p.
602210,SERVICIO DE TRANSPORTE AUTOMOTOR URBANO REGULAR DE PASAJEROS,492110,Servicio de transporte automotor urbano y suburbano regular de pasajeros
602220,"SERVICIO DE TRANSPORTE AUTOMOTOR  DE PASAJEROS MEDIANTE TAXIS YREMISES; ALQUILERDE AUTOS CON CHOFER",492120,"Servicios de transporte automotor de pasajeros mediante taxis y remises; alquiler de autos conchofer"
602230,SERVICIO DE TRANSPORTE ESCOLAR,492130,Servicio de transporte escolar
602240,"SERVICIO DE TRANSPORTE AUTOMOTOR URBANO DE OFERTA LIBRE PASAJEROS EXCEPTOMEDIANTE TAXIS Y REMISES, ALQUILER DE AUTOS CON  DE CHOFER Y  TRANSPORTE ESCOLAR",492140,"Servicio de transporte automotor urbano y suburbano no regular de pasajeros de oferta libre,excepto mediante taxis y remises, alquiler de autos con chofer y transporte escolar"
602250,SERVICIO DE TRANSPORTE AUTOMOTOR INTERURBANO DE PASAJEROS,492150,"Servicio de transporte automotor interurbano regular de pasajeros, excepto transporteinternacional"
602250,SERVICIO DE TRANSPORTE AUTOMOTOR INTERURBANO DE PASAJEROS,492160,Servicio de transporte automotor interurbano no regular de pasajeros
602260,SERVICIO DE TRANSPORTE AUTOMOTOR DE PASAJEROS PARA EL TURISMO,492180,Servicio de transporte automotor turístico de pasajeros
602290,SERVICIO DE TRANSPORTE AUTOMOTOR DE PASAJEROS N.C.P.,492170,Servicio de transporte automotor internacional de pasajeros
602290,SERVICIO DE TRANSPORTE AUTOMOTOR DE PASAJEROS N.C.P.,492190,Servicio de transporte automotor de pasajeros n.c.p.
603100,SERVICIO DE TRANSPORTE POR OLEODUCTOS Y POLIDUCTOS,493110,Servicio de transporte por oleoductos
603100,SERVICIO DE TRANSPORTE POR OLEODUCTOS Y POLIDUCTOS,493120,Servicio de transporte por poliductos y fueloductos
603200,SERVICIO DE TRANSPORTE POR GASODUCTOS,493200,Servicio de transporte por gasoductos
611100,SERVICIO DE TRANSPORTE MARÍTIMO DE CARGA,501201,Servicio de transporte marítimo de petróleo y gas
611100,SERVICIO DE TRANSPORTE MARÍTIMO DE CARGA,501209,Servicio de transporte marítimo de carga
611200,SERVICIO DE TRANSPORTE MARÍTIMO DE PASAJEROS,501100,Servicio de transporte marítimo de pasajeros
612100,SERVICIO DE TRANSPORTE FLUVIAL DE CARGAS,502200,Servicio de transporte fluvial y lacustre de carga
612201,SERVICIO DE TRANSPORTE ESCOLAR FLUVIAL,502102,Servicio de transporte escolar fluvial
612209,SERVICIOS DE TRANSPORTE FLUVIAL DE PASAJEROS NCP,502101,Servicio de transporte fluvial y lacustre de pasajeros
621000,SERVICIO DE TRANSPORTE AÉREO DE CARGAS,512000,Servicio de transporte aéreo de cargas
622001,SERVICIO DE TRANSPORTE AEREO REGULAR DE PASAJEROS,511001,Servicio de transporte aéreo regular de pasajeros
622002,SERVICIO DE TAXIS AEREOS,511002,Servicio de taxis aéreos
622003,"SERVICIO DE ALQUILER DE VEHICULOS PARA EL TRANSPORTE AEREO NO REGULAR DEPASAJEROS CON TRIPULACIÓN",511003,Servicio de alquiler de vehículos para el transporte aéreo no regular de pasajeros con tripulación
622009,SERVICIO DE TRANSPORTE AEREO NO REGULAR DE PASAJEROS NCP,511009,Servicio de transporte aéreo no regular de pasajeros
631000,SERVICIOS DE MANIPULACIÓN DE CARGA,521010,Servicios de manipulación de carga en el ámbito terrestre
631000,SERVICIOS DE MANIPULACIÓN DE CARGA,521020,Servicios de manipulación de carga en el ámbito portuario
631000,SERVICIOS DE MANIPULACIÓN DE CARGA,521030,Servicios de manipulación de carga en el ámbito aéreo
632000,SERVICIOS DE ALMACENAMIENTO Y DEPÓSITO,522010,Servicios de almacenamiento y depósito en silos
632000,SERVICIOS DE ALMACENAMIENTO Y DEPÓSITO,522020,Servicios de almacenamiento y depósito en cámaras frigoríficas
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
632000,SERVICIOS DE ALMACENAMIENTO Y DEPÓSITO,522091,Servicios de usuarios directos de zona franca
632000,SERVICIOS DE ALMACENAMIENTO Y DEPÓSITO,522092,Servicios de gestión de depósitos fiscales
632000,SERVICIOS DE ALMACENAMIENTO Y DEPÓSITO,522099,Servicios de almacenamiento y depósito n.c.p.
633110,SERVICIOS EXPLOTACIÓN DE INFRAESTRUCTURA; PEAJES Y OTROS DERECHOS,524110,"Servicios de explotación de infraestructura para el transporte terrestre, peajes y otros derechos"
633120,SERVICIOS  PRESTADOS POR PLAYAS DE ESTACIONAMIENTO Y GARAJES,524120,Servicios de playas de estacionamiento y garajes
633191,"TALLERES DE REPARACIONES DE TRACTORES, MAQUINAS AGRICOLAS Y MATERIAL FERROVIARIO",524190,Servicios complementarios para el transporte terrestre n.c.p.
633192,REMOLQUES DE AUTOMOTORES,524190,Servicios complementarios para el transporte terrestre n.c.p.
633199,SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE TERRESTRE N.C.P.,524130,Servicios de estaciones terminales de ómnibus y ferroviarias
633199,SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE TERRESTRE N.C.P.,524190,Servicios complementarios para el transporte terrestre n.c.p.
633210,SERVICIOS DE EXPLOTACIÓN DE INFRAESTRUCTURA; DERECHOS DE PUERTO,524210,"Servicios de explotación de infraestructura para el transporte marítimo, derechos de puerto"
633220,SERVICIOS DE GUARDERÍAS NÁUTICAS,524220,Servicios de guarderías náuticas
633231,SERVICIOS DE AGENCIAS MARITIMAS POR SUS ACTIVIDADES DE INTERMEDIACIÓN,523020,Servicios de agencias marítimas para el transporte de mercaderías
633239,SERVICIOS PARA LA NAVEGACIÓN NCP,524230,Servicios para la navegación
633291,TALLERES DE REPARACIONES DE EMBARCACIONES,524290,Servicios complementarios para el transporte marítimo n.c.p.
633299,SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE POR AGUA N.C.P.,524290,Servicios complementarios para el transporte marítimo n.c.p.
633310,"SERVICIOS DE HANGARES, ESTACIONAMIENTO Y REMOLQUE DE AERONAVES",524320,Servicios de hangares y estacionamiento de aeronaves
633320,SERVICIOS PARA LA AERONAVEGACIÓN,524310,"Servicios de explotación de infraestructura para el transporte aéreo, derechos de aeropuerto"
633320,SERVICIOS PARA LA AERONAVEGACIÓN,524330,Servicios para la aeronavegación
633391,TALLERES DE REPARACIONES DE  AVIONES,524390,Servicios complementarios para el transporte aéreo n.c.p.
633399,SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE AÉREO N.C.P.,524390,Servicios complementarios para el transporte aéreo n.c.p.
634101,SERVICIOS MAYORISTAS DE AGENCIAS DE VIAJES,791201,Servicios mayoristas de agencias de viajes excepto en comisión
634102,"SERVICIOS MAYORISTAS DE AGENCIAS DE VIAJES, POR SUS ACTIVIDADES DE INTERMEDIACION",791202,Servicios mayoristas de agencias de viajes en comisión
634201,SERVICIOS MINORISTAS DE AGENCIAS DE VIAJES,791101,Servicios minoristas de agencias de viajes excepto en comisión
634202,"SERVICIOS MINORISTAS DE AGENCIAS DE VIAJES, POR SUS ACTIVIDADES DE INTERMEDIACION",791102,Servicios minoristas de agencias de viajes en comisión
634300,SERVICIOS COMPLEMENTARIOS DE APOYO TURÍSTICO,791901,Servicios de turismo aventura
634300,SERVICIOS COMPLEMENTARIOS DE APOYO TURÍSTICO,791909,Servicios complementarios de apoyo turístico n.c.p.
635000,SERVICIOS DE GESTIÓN Y LOGÍSTICA PARA EL TRANSPORTE DE MERCADERÍAS,523011,Servicios de gestión aduanera realizados por despachantes de aduana
635000,SERVICIOS DE GESTIÓN Y LOGÍSTICA PARA EL TRANSPORTE DE MERCADERÍAS,523019,Servicios de gestión aduanera para el transporte de mercaderías n.c.p.
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
635000,SERVICIOS DE GESTIÓN Y LOGÍSTICA PARA EL TRANSPORTE DE MERCADERÍAS,523031,Servicios de gestión de agentes de transporte aduanero excepto agencias marítimas
635000,SERVICIOS DE GESTIÓN Y LOGÍSTICA PARA EL TRANSPORTE DE MERCADERÍAS,523032,Servicios de operadores logísticos seguros (OLS) en el ámbito aduanero
635000,SERVICIOS DE GESTIÓN Y LOGÍSTICA PARA EL TRANSPORTE DE MERCADERÍAS,523039,Servicios de operadores logísticos n.c.p.
635000,SERVICIOS DE GESTIÓN Y LOGÍSTICA PARA EL TRANSPORTE DE MERCADERÍAS,523090,Servicios de gestión y logística para el transporte de mercaderías n.c.p.
641000,SERVICIOS DE CORREOS,530010,Servicio de correo postal
641000,SERVICIOS DE CORREOS,530090,Servicios de mensajerías.
642010,SERVICIOS DE TRANSMISIÓN DE RADIO Y TELEVISIÓN,602100,Emisión y retransmisión de televisión abierta
642010,SERVICIOS DE TRANSMISIÓN DE RADIO Y TELEVISIÓN,602200,Operadores de televisión por suscripción.
642010,SERVICIOS DE TRANSMISIÓN DE RADIO Y TELEVISIÓN,602310,Emisión de señales de televisión por suscripción
642010,SERVICIOS DE TRANSMISIÓN DE RADIO Y TELEVISIÓN,601001,Emisión y retransmisión de radio
642020,"SERVICIOS DE COMUNICACIÓN POR MEDIO DE TELÉFONO, TELÉGRAFO Y TELEX",611010,Servicios de locutorios
642020,"SERVICIOS DE COMUNICACIÓN POR MEDIO DE TELÉFONO, TELÉGRAFO Y TELEX",611090,"Servicios de telefonía fija, excepto locutorios"
642023,TELEFONIA CELULAR MOVIL,612000,Servicios de telefonía móvil
642024,SERVICIOS RADIOELECTRICOS DE CONCENTRACIÓN DE ENLACES,619001,Servicios radioeléctricos de concentración de enlaces.
642090,"SERVICIOS DE TRANSMISIÓN N.C.P. DE SONIDO, IMÁGENES, DATOS U OTRA  INFORMACION",602900,Servicios de televisión n.c.p
642090,"SERVICIOS DE TRANSMISIÓN N.C.P. DE SONIDO, IMÁGENES, DATOS U OTRA  INFORMACION",613000,"Servicios de telecomunicaciones vía satélite, excepto servicios de transmisión de televisión"
642090,"SERVICIOS DE TRANSMISIÓN N.C.P. DE SONIDO, IMÁGENES, DATOS U OTRA  INFORMACION",614010,Servicios de proveedores de acceso a internet
642090,"SERVICIOS DE TRANSMISIÓN N.C.P. DE SONIDO, IMÁGENES, DATOS U OTRA  INFORMACION",614090,Servicios de telecomunicación vía internet n.c.p.
642090,"SERVICIOS DE TRANSMISIÓN N.C.P. DE SONIDO, IMÁGENES, DATOS U OTRA  INFORMACION",619009,Servicios de telecomunicaciones n.c.p.
651100,SERVICIOS DE LA BANCA CENTRAL,641100,Servicios de la banca central
652110,SERVICIOS DE LA BANCA MAYORISTA,641910,Servicios de la banca mayorista
652120,SERVICIOS DE LA BANCA DE INVERSIÓN,641920,Servicios de la banca de inversión
652131,"SERVICIOS DE LA BANCA MINORISTA, EXCEPTO LOS CORRESPONDIENTES A LOS INTERESESAJUSTES DE CAPITAL DE LOS PRESTAMOS HIPOTECARIOS OTORGADOS A PERSONAS FISICAS,CON DESTINO A LA COMPRA, CONSTRUCCION, AMPLIACION O REFACCION DE VIVIENDA UNICA,FAMILIAR Y DE OCUPACION PERMANENTE.",641931,"SERVICIOS DE LA BANCA MINORISTA, EXCEPTO LOS CORRESPONDIENTES A LOS INTERESESAJUSTES DE CAPITAL DE LOS PRESTAMOS HIPOTECARIOS OTORGADOS A PERSONAS FISICAS,CON DESTINO A LA COMPRA, CONSTRUCCION, AMPLIACION O REFACCION DE VIVIENDA UNICA,FAMILIAR Y DE OCUPACION PERMANENTE."
652132,"SERVICIOS DE LA BANCA MINORISTA CORRESPONDIENTE A LOS INTERESES Y AJUSTES DECAPITAL DE LOS PRESTAMOS HIPOTECARIOS OTORGADOS A PERSONAS FISICAS CON DESTINO ALA COMPRA, CONSTRUCCION, AMPLIACION O REFACCION DE VIVIENDA UNICA FAMILIAR Y DEOCUPACION PERMANENTE.",641932,"SERVICIOS DE LA BANCA MINORISTA CORRESPONDIENTE A LOS INTERESES Y AJUSTES DECAPITAL DE LOS PRESTAMOS HIPOTECARIOS OTORGADOS A PERSONAS FISICAS CON DESTINO ALA COMPRA, CONSTRUCCION, AMPLIACION O REFACCION DE VIVIENDA UNICA FAMILIAR Y DEOCUPACION PERMANENTE."
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
652201,"SERVICIOS DE LAS ENTIDADES FINANCIERAS NO BANCARIAS, EXCEPTO LOS CORRESPONDIENTESA LOS INTERESES Y AJUSTES DE CAPITAL DE LOS PRESTAMOS HIPOTECARIOS OTORGADOS APERSONAS FISICAS CON DESTINO A LA COMPRA, CONSTRUCCION, AMPLIACION O REFACCIONDE VIVIENDA UNICA, FAMILIAR Y DE OCUPACION PERMANENTE.",641941,Servicios de intermediación financiera realizada por las compañías financieras
652201,"SERVICIOS DE LAS ENTIDADES FINANCIERAS NO BANCARIAS, EXCEPTO LOS CORRESPONDIENTESA LOS INTERESES Y AJUSTES DE CAPITAL DE LOS PRESTAMOS HIPOTECARIOS OTORGADOS APERSONAS FISICAS CON DESTINO A LA COMPRA, CONSTRUCCION, AMPLIACION O REFACCIONDE VIVIENDA UNICA, FAMILIAR Y DE OCUPACION PERMANENTE.",641942,"Servicios de intermediación financiera realizada por sociedades de ahorro y préstamo para lavivienda y otros inmuebles"
652201,"SERVICIOS DE LAS ENTIDADES FINANCIERAS NO BANCARIAS, EXCEPTO LOS CORRESPONDIENTESA LOS INTERESES Y AJUSTES DE CAPITAL DE LOS PRESTAMOS HIPOTECARIOS OTORGADOS APERSONAS FISICAS CON DESTINO A LA COMPRA, CONSTRUCCION, AMPLIACION O REFACCIONDE VIVIENDA UNICA, FAMILIAR Y DE OCUPACION PERMANENTE.",641943,Servicios de intermediación financiera realizada por cajas de crédito
652201,"SERVICIOS DE LAS ENTIDADES FINANCIERAS NO BANCARIAS, EXCEPTO LOS CORRESPONDIENTESA LOS INTERESES Y AJUSTES DE CAPITAL DE LOS PRESTAMOS HIPOTECARIOS OTORGADOS APERSONAS FISICAS CON DESTINO A LA COMPRA, CONSTRUCCION, AMPLIACION O REFACCIONDE VIVIENDA UNICA, FAMILIAR Y DE OCUPACION PERMANENTE.",641944,"SERVICIOS DE LAS ENTIDADES FINANCIERAS NO BANCARIAS, EXCEPTO LOS CORRESPONDIENTESA LOS INTERESES Y AJUSTES DE CAPITAL DE LOS PRESTAMOS HIPOTECARIOS OTORGADOS APERSONAS FISICAS CON DESTINO A LA COMPRA, CONSTRUCCION, AMPLIACION O REFACCIONDE VIVIENDA UNICA, FAMILIAR Y DE OCUPACION PERMANENTE."
652209,"SERVICIOS DE LAS ENTIDADES FINANCIERAS NO BANCARIAS CORRESPONDIENTES A LOSINTERESES Y AJUSTES DE CAPITAL DE LOS PRESTAMOS HIPOTECARIOS OTORGADOS A PERSONASFISICAS CON DESTINO A LA COMPRA, CONSTRUCCION, AMPLIACION O REFACCION DE VIVIENDAUNICA, FAMILIAR Y DE OCUPACION PERMANENTE.",641949,"SERVICIOS DE LAS ENTIDADES FINANCIERAS NO BANCARIAS CORRESPONDIENTES A LOSINTERESES Y AJUSTES DE CAPITAL DE LOS PRESTAMOS HIPOTECARIOS OTORGADOS A PERSONASFISICAS CON DESTINO A LA COMPRA, CONSTRUCCION, AMPLIACION O REFACCION DE VIVIENDAUNICA, FAMILIAR Y DE OCUPACION PERMANENTE."
659810,SERVICIOS DE CREDITOS PARA FINANCIAR OTRAS ACTIVIDADES ECONOMICAS,649210,Actividades de crédito para financiar otras actividades económicas
659891,SOCIEDADES DE AHORRO Y PRESTAMO,649290,Servicios de crédito n.c.p.
659892,SERVICIOS DE CRÉDITO N.C.P.,649290,Servicios de crédito n.c.p.
659892,SERVICIOS DE CRÉDITO N.C.P.,649991,"Servicios de socios inversores en sociedades regulares según Ley 19.550 - S.R.L., S.C.A, etc,excepto socios inversores en sociedades anónimas incluidos en 649999 -"
659910,"SERVICIOS DE AGENTES DE MERCADO ABIERTO ""PUROS""",649910,"Servicios de agentes de mercado abierto ""puros"""
659920,SERVICIOS DE ENTIDADES DE TARJETA DE COMPRA Y/O CRÉDITO,649220,Servicios de entidades de tarjeta de compra y/o crédito
659990,SERVICIOS DE FINANCIACIÓN Y ACTIVIDADES FINANCIERAS N.C.P.,642000,Servicios de sociedades de cartera
659990,SERVICIOS DE FINANCIACIÓN Y ACTIVIDADES FINANCIERAS N.C.P.,643001,Servicios de fideicomisos
659990,SERVICIOS DE FINANCIACIÓN Y ACTIVIDADES FINANCIERAS N.C.P.,643009,Fondos y sociedades de inversión y entidades financieras similares n.c.p.
659990,SERVICIOS DE FINANCIACIÓN Y ACTIVIDADES FINANCIERAS N.C.P.,649100,"Arrendamiento financiero, leasing"
659990,SERVICIOS DE FINANCIACIÓN Y ACTIVIDADES FINANCIERAS N.C.P.,649991,"Servicios de socios inversores en sociedades regulares según Ley 19.550 - S.R.L., S.C.A, etc,excepto socios inversores en sociedades anónimas incluidos en 649999 -"
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
659990,SERVICIOS DE FINANCIACIÓN Y ACTIVIDADES FINANCIERAS N.C.P.,649999,Servicios de financiación y actividades financieras n.c.p.
659990,SERVICIOS DE FINANCIACIÓN Y ACTIVIDADES FINANCIERAS N.C.P.,661991,Servicios de envío y recepción de fondos desde y hacia el exterior
661110,SERVICIOS DE SEGUROS DE SALUD,651111,Servicios de seguros de salud
661120,SERVICIOS DE SEGUROS DE VIDA,651120,Servicios de seguros de vida
661130,SERVICIO DE SEGUROS A LAS PERSONAS EXCEPTO LOS DE SALUD Y DE VIDA,651130,Servicios de seguros personales excepto los de salud y de vida
661140,SERVICIOS DE MEDICINA PRE-PAGA,651112,Servicios de medicina pre-paga
661210,SERVICIOS DE ASEGURADORAS DE RIESGO DE TRABAJO (ART),651210,Servicios de aseguradoras de riesgo de trabajo (ART)
661220,"SERVICIOS DE SEGUROS PATRIMONIALES EXCEPTO LOS DE LAS ASEGURADORAS DE RIESGO DETRABAJO",651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART)
661300,REASEGUROS,652000,Reaseguros
662000,ADMINISTRACIÓN DE FONDOS DE JUBILACIONES Y PENSIONES (AFJP),653000,"Administración de fondos de pensiones, excepto la seguridad social obligatoria"
671110,SERVICIOS DE MERCADOS Y CAJAS DE VALORES,661111,Servicios de mercados y cajas de valores
671120,SERVICIOS DE MERCADOS A TÉRMINO,661121,Servicios de mercados a término
671130,SERVICIOS DE BOLSAS DE COMERCIO,661131,Servicios de bolsas de comercio
671200,SERVICIOS BURSÁTILES DE MEDIACIÓN O POR CUENTA DE TERCEROS,661910,Servicios bursátiles de mediación o por cuenta de terceros
671910,SERVICIOS DE CASAS Y AGENCIAS DE CAMBIO,661920,Servicios de casas y agencias de cambio
671920,SERVICIOS DE SOCIEDADES CALIFICADORAS DE RIESGOS,661930,Servicios de sociedades calificadoras de riesgos financieros
671990,"SERVICIOS AUXILIARES A LA INTERMEDIACION FINANCIERA N.C.P., EXCEPTO A LOS SERVICIOS DESEGUROS Y DE ADMINISTRACIÓN DE FONDOS DE JUBILACIONES Y PENSIONES",661991,Servicios de envio y recepción de fondos desde y hacia el exterior
671990,"SERVICIOS AUXILIARES A LA INTERMEDIACION FINANCIERA N.C.P., EXCEPTO A LOS SERVICIOS DESEGUROS Y DE ADMINISTRACIÓN DE FONDOS DE JUBILACIONES Y PENSIONES",661992,Servicios de administradoras de vales y tickets
671990,"SERVICIOS AUXILIARES A LA INTERMEDIACION FINANCIERA N.C.P., EXCEPTO A LOS SERVICIOS DESEGUROS Y DE ADMINISTRACIÓN DE FONDOS DE JUBILACIONES Y PENSIONES",661999,Servicios auxiliares a la intermediación financiera n.c.p.
671990,"SERVICIOS AUXILIARES A LA INTERMEDIACION FINANCIERA N.C.P., EXCEPTO A LOS SERVICIOS DESEGUROS Y DE ADMINISTRACIÓN DE FONDOS DE JUBILACIONES Y PENSIONES",663000,Servicios de gestión de fondos a cambio de una retribución o por contrata
672110,SERVICIOS DE PRODUCTORES Y ASESORES DE SEGUROS,662020,Servicios de productores y asesores de seguros
672191,SERVICIOS DE CORREDORES Y AGENCIAS DE SEGURO,662020,Servicios de productores y asesores de seguros
672192,OTROS SERVICIOS AUXILIARES A LOS SERVICIOS DE SEGUROS N.C.P.,662010,Servicios de evaluación de riesgos y daños
672192,OTROS SERVICIOS AUXILIARES A LOS SERVICIOS DE SEGUROS N.C.P.,662090,Servicios auxiliares a los servicios de seguros n.c.p.
672200,SERVICIOS AUXILIARES A LA ADMINISTRACIÓN DE FONDOS DE JUBILACIONES Y  PENSIONES,653000,"Administración de fondos de pensiones, excepto la seguridad social obligatoria"
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
701010,"SERVICIOS DE ALQUILER Y EXPLOTACIÓN DE INMUEBLES PARA FIESTAS,CONVENCIONES YOTROS EVENTOS SIMILARES",681010,"Servicios de alquiler y explotación de inmuebles para fiestas, convenciones y otros eventossimilares"
701020,"SERVICIOS INMOBILIARIOS PARA USO RESIDENCIAL POR CUENTA PROPIA, CON BIENES PROPIOSO ARRENDADOS",681096,"Servicios inmobiliarios para uso residencial por cuenta propia, con bienes propios o arrendadosn.c.p."
701030,"SERVICIOS INMOBILIARIOS PARA USO AGROPECUARIO POR CUENTA PROPIA, CON BIENESPROPIOS O ARRENDADOS",681097,"Servicios inmobiliarios para uso agropecuario por cuenta propia, con bienes propios oarrendados n.c.p."
701090,"SERVICIOS INMOBILIARIOS REALIZADOS POR CUENTA PROPIA, CON BIENES PROPIOS OARRENDADOS N.C.P.",681020,Servicios de alquiler de consultorios médicos
701090,"SERVICIOS INMOBILIARIOS REALIZADOS POR CUENTA PROPIA, CON BIENES PROPIOS OARRENDADOS N.C.P.",681098,"Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendadosn.c.p."
701090,"SERVICIOS INMOBILIARIOS REALIZADOS POR CUENTA PROPIA, CON BIENES PROPIOS OARRENDADOS N.C.P.",681099,"Servicios inmobiliarios realizados por cuenta propia, con bienes rurales propios o arrendadosn.c.p."
702000,SERVICIOS INMOBILIARIOS REALIZADOS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA,682010,Servicios de administración de consorcios de edificios
702000,SERVICIOS INMOBILIARIOS REALIZADOS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA,682091,Servicios prestados por inmobiliarias
702000,SERVICIOS INMOBILIARIOS REALIZADOS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA,682099,Servicios inmobiliarios realizados a cambio de una retribución o por contrata n.c.p.
711100,"ALQUILER DE EQUIPO DE TRANSPORTE PARA VÍA TERRESTRE, SIN OPERARIOS",771110,Alquiler de automóviles sin conductor
711100,"ALQUILER DE EQUIPO DE TRANSPORTE PARA VÍA TERRESTRE, SIN OPERARIOS",771190,"Alquiler de vehículos automotores n.c.p., sin conductor ni operarios"
711100,"ALQUILER DE EQUIPO DE TRANSPORTE PARA VÍA TERRESTRE, SIN OPERARIOS",771290,Alquiler de equipo de transporte n.c.p. sin conductor ni operarios
711200,"ALQUILER DE EQUIPO DE TRANSPORTE PARA VÍA ACUÁTICA, SIN OPERARIOS NI TRIPULACION",771210,"Alquiler de equipo de transporte para vía acuática, sin operarios ni tripulación"
711300,"ALQUILER DE EQUIPO DE TRANSPORTE PARA VÍA AÉREA, SIN OPERARIOS NI TRIPULACION",771220,"Alquiler de equipo de transporte para vía aérea, sin operarios ni tripulación"
